262144    .0110763334 .0000008609 .0009278469 .0005356926 inf 130920.087997 inf inf         
524288    .0121673334 .0000007335 .0008564461 .0004944693 inf 261961.306932 inf inf         
786432    .0123763334 .0000000476 .0002181742 .0001259629 inf 393098.816808 inf inf         
1048576    .0132343333 .0000006170 .0007854934 .0004535048 inf 524543.923007 inf inf         
1310720    .0137836666 .0000000411 .0002027313 .0001170469 inf 655656.175438 inf inf         
1572864    .0145813333 .0000000358 .0001892088 .0001092397 inf 786552.507046 inf inf         
1835008    .0152960000 .0000002245 .0004738143 .0002735568 inf 917722.119639 inf inf         
2097152    .0158613334 .0000000316 .0001777638 .0001026319 inf 1048649.811834 inf inf         
2359296    .0165740000 .0000000448 .0002116601 .0001222020 inf 1179624.413909 inf inf         
2621440    .0170410000 .0000000788 .0002807133 .0001620698 inf 1310629.656470 inf inf         
2883584    .0175946667 .0000000023 .0000479583 .0000276887 inf 1441734.721014 inf inf         
3145728    .0186583334 .0000000010 .0000316227 .0000182573 inf 1572779.906754 inf inf         
3407872    .0221826667 .0000000517 .0002273763 .0001312757 inf 1704016.020993 inf inf         
3670016    .0233890000 .0000000568 .0002383275 .0001375984 inf 1835158.833498 inf inf         
3932160    .0244820000 .0000000284 .0001685229 .0000972967 inf 1966338.051635 inf inf         
4194304    .0251766667 .0000001023 .0003198437 .0001846618 inf 2097085.291164 inf inf         
4456448    .0260726666 .0000001371 .0003702701 .0002137755 inf 2228142.955246 inf inf         
4718592    .0270433334 .0000002205 .0004695742 .0002711087 inf 2359106.734329 inf inf         
4980736    .0277600000 .0000000508 .0002253885 .0001301281 inf 2489916.765857 inf inf         
5242880    .0285930000 .0000000227 .0001506651 .0000869865 inf 2620928.908971 inf inf         
5505024    .0295020000 .0000000913 .0003021588 .0001744514 inf 2751910.058152 inf inf         
5767168    .0305120000 .0000001165 .0003413209 .0001970617 inf 2883008.960729 inf inf         
6029312    .0316393334 .0000000032 .0000565685 .0000326598 inf 3014194.597265 inf inf         
6291456    .0322473334 .0000000483 .0002197726 .0001268857 inf 3145449.876459 inf inf         
6553600    .0337806666 .0000008707 .0009331130 .0005387330 inf 3276310.778353 inf inf         
6815744    .0348373334 .0000008655 .0009303225 .0005371219 inf 3407368.654004 inf inf         
7077888    .0347733334 .0000001283 .0003581898 .0002068009 inf 3538407.236803 inf inf         
7340032    .0360616667 .0000000329 .0001813835 .0001047218 inf 3669433.567549 inf inf         
7602176    .0365193334 .0000011160 .0010564090 .0006099180 inf 3800560.918865 inf inf         
7864320    .0368596667 .0000000174 .0001319090 .0000761576 inf 3931388.941512 inf inf         
8126464    .0382240000 .0000005173 .0007192357 .0004152509 inf 4062392.110700 inf inf         
8388608    .0385076666 .0000003828 .0006187083 .0003572114 inf 4193548.924047 inf inf         
8650752    .0389943334 .0000000613 .0002475883 .0001429451 inf 4324634.277999 inf inf         
8912896    .0395830000 .0000002980 .0005458937 .0003151718 inf 4455699.426611 inf inf         
9175040    .0402946667 .0000000091 .0000953939 .0000550756 inf 4586713.332513 inf inf         
9437184    .0409343333 .0000000927 .0003044667 .0001757839 inf 4717705.514785 inf inf         
9699328    .0417970000 .0000000671 .0002590366 .0001495548 inf 4848677.102147 inf inf         
9961472    .0426386666 .0000000142 .0001191637 .0000687991 inf 4979792.708412 inf inf         
10223616    .0435520000 .0000000753 .0002744084 .0001584297 inf 5110630.687695 inf inf         
10485760    .0441663333 .0000000548 .0002340939 .0001351541 inf 5241575.248494 inf inf         
10747904    .0456523334 .0000002507 .0005006995 .0002890789 inf 5372325.138085 inf inf         
11010048    .0463763334 .0000000039 .0000624499 .0000360554 inf 5503183.265958 inf inf         
11272192    .0469313334 .0000001067 .0003266496 .0001885912 inf 5634337.104401 inf inf         
11534336    .0477716667 .0000000858 .0002929163 .0001691153 inf 5765435.013274 inf inf         
11796480    .0486783333 .0000000702 .0002649528 .0001529705 inf 5896454.363110 inf inf         
12058624    .0492246666 .0000000271 .0001646207 .0000950438 inf 6027284.927949 inf inf         
12320768    .0502230000 .0000001004 .0003168595 .0001829389 inf 6158521.916196 inf inf         
12582912    .0509470000 .0000000080 .0000894427 .0000516397 inf 6289394.564088 inf inf         
12845056    .0520103334 .0000000527 .0002295648 .0001325392 inf 6420366.061879 inf inf         
13107200    .0529143333 .0000000540 .0002323790 .0001341640 inf 6551475.494093 inf inf         
13369344    .0537240000 .0000000448 .0002116601 .0001222020 inf 6683009.359513 inf inf         
13631488    .0544063333 .0000000013 .0000360555 .0000208166 inf 6814154.710840 inf inf         
13893632    .0553173333 .0000000082 .0000905538 .0000522812 inf 6945364.955321 inf inf         
14155776    .0561993334 .0000001253 .0003539774 .0002043689 inf 7076645.791860 inf inf         
14417920    .0569196666 .0000000223 .0001493318 .0000862167 inf 7207756.488242 inf inf         
14680064    .0580543333 .0000000615 .0002479919 .0001431781 inf 7338738.010729 inf inf         
14942208    .0588043333 .0000000140 .0001183215 .0000683129 inf 7469615.407107 inf inf         
15204352    .0600776667 .0000002828 .0005317894 .0003070287 inf 7600876.028254 inf inf         
15466496    .0606196666 .0000001159 .0003404408 .0001965535 inf 7732104.220731 inf inf         
15728640    .0614923333 .0000000256 .0001600000 .0000923760 inf 7863335.042332 inf inf         
15990784    .0626463333 .0000001025 .0003201562 .0001848422 inf 7994434.442402 inf inf         
16252928    .0630186667 .0000000015 .0000387298 .0000223606 inf 8125683.725099 inf inf         
16515072    .0639146667 .0000000020 .0000447213 .0000258198 inf 8256448.404005 inf inf         
16777216    .0649300000 .0000000238 .0001542724 .0000890692 inf 8387384.663043 inf inf         
17039360    .0658486666 .0000000641 .0002531797 .0001461733 inf 8518727.741801 inf inf         
17301504    .0664643333 .0000000169 .0001300000 .0000750555 inf 8649856.095508 inf inf         
17563648    .0675413334 .0000000097 .0000984885 .0000568623 inf 8780716.816333 inf inf         
17825792    .0685110000 .0000000101 .0001004987 .0000580229 inf 8911862.075711 inf inf         
18087936    .0693763334 .0000000094 .0000969535 .0000559761 inf 9043109.809068 inf inf         
18350080    .0699563333 .0000000914 .0003023243 .0001745470 inf 9174272.353319 inf inf         
18612224    .0711020000 .0000000513 .0002264950 .0001307669 inf 9305169.392122 inf inf         
18874368    .0716343334 .0000000825 .0002872281 .0001658312 inf 9436302.484162 inf inf         
19136512    .0725886667 .0000000497 .0002229349 .0001287115 inf 9567110.748974 inf inf         
19398656    .0735196666 .0000000784 .0002800000 .0001616580 inf 9698142.301064 inf inf         
19660800    .0742933333 .0000000072 .0000848528 .0000489897 inf 9829468.289550 inf inf         
19922944    .0752183334 .0000000355 .0001884144 .0001087811 inf 9960705.754345 inf inf         
20185088    .0766113334 .0000008267 .0009092304 .0005249444 inf 10091629.159885 inf inf         
20447232    .0769833334 .0000000657 .0002563201 .0001479864 inf 10222974.402514 inf inf         
20709376    .0781780000 .0000003995 .0006320601 .0003649200 inf 10353916.685973 inf inf         
20971520    .0787766666 .0000000091 .0000953939 .0000550756 inf 10484977.666289 inf inf         
21233664    .0795890000 .0000000331 .0001819340 .0001050396 inf 10616090.386886 inf inf         
21495808    .0805236667 .0000000129 .0001135781 .0000655743 inf 10747349.151926 inf inf         
21757952    .0812803334 .0000000224 .0001496662 .0000864098 inf 10878298.339654 inf inf         
22020096    .0819723334 .0000000533 .0002308679 .0001332916 inf 11009366.194728 inf inf         
22282240    .0830840000 .0000000975 .0003122498 .0001802775 inf 11140458.601472 inf inf         
22544384    .0838486667 .0000000672 .0002592296 .0001496662 inf 11271271.150676 inf inf         
22806528    .0849803334 .0000002065 .0004544227 .0002623610 inf 11402622.989176 inf inf         
23068672    .0860586667 .0000003702 .0006084406 .0003512833 inf 11533573.660489 inf inf         
23330816    .0865590000 .0000000164 .0001280624 .0000739368 inf 11664563.149030 inf inf         
23592960    .0874370000 .0000000776 .0002785677 .0001608311 inf 11795859.438191 inf inf         
23855104    .0882656666 .0000001377 .0003710795 .0002142428 inf 11926875.669060 inf inf         
24117248    .0891476667 .0000000047 .0000685565 .0000395811 inf 12058081.097052 inf inf         
24379392    .0900456666 .0000000111 .0001053565 .0000608276 inf 12189002.862803 inf inf         
24641536    .0909003333 .0000000920 .0003033150 .0001751189 inf 12319899.031840 inf inf         
24903680    .0914793333 .0000000595 .0002439262 .0001408308 inf 12451060.798284 inf inf         
25165824    .0923806667 .0000000102 .0001009950 .0000583094 inf 12582166.086256 inf inf         
25427968    .0933696667 .0000000112 .0001058300 .0000611009 inf 12712926.033550 inf inf         
25690112    .0944620000 .0000000359 .0001894729 .0001093922 inf 12844149.346477 inf inf         
25952256    .0952333333 .0000000141 .0001187434 .0000685565 inf 12975015.969119 inf inf         
26214400    .0959133333 .0000000095 .0000974679 .0000562731 inf 13106331.816402 inf inf         
26476544    .0968583333 .0000000752 .0002742261 .0001583245 inf 13237350.327174 inf inf         
26738688    .0977440000 .0000000321 .0001791647 .0001034407 inf 13368456.204784 inf inf         
