104857600  1024  1  0.00   .3674470001 .0000000348 .0001865475 .0000932737   -4004.647705 -3998.287105 6.360600 0.159083         
104857600  1024  1  0.02   .3930732500 .0000000301 .0001734935 .0000867467   -4004.076660 -3998.287105 5.789555 0.144801         
104857600  1024  1  0.04   .4191707499 .0000000030 .0000547722 .0000273861   -4003.975586 -3998.287105 5.688480 0.142273         
104857600  1024  1  0.06   .4452737500 .0000000206 .0001435270 .0000717635   -4003.362793 -3998.287105 5.075687 0.126947         
104857600  1024  1  0.08   .4712875000 .0000000022 .0000469041 .0000234520   -4003.610840 -3998.287105 5.323734 0.133150         
104857600  1024  1  0.10   .4972987500 .0000000120 .0001095445 .0000547722   -4004.705566 -3998.287105 6.418461 0.160530         
104857600  1024  1  0.12   .5233280000 .0000001144 .0003382306 .0001691153   -4004.226074 -3998.287105 5.938969 0.148538         
104857600  1024  1  0.14   .5497217501 .0000005036 .0007096477 .0003548238   -4003.020020 -3998.287105 4.732914 0.118374         
104857600  1024  1  0.16   .5753650000 .0000000081 .0000900000 .0000450000   -4002.068848 -3998.287105 3.781742 0.094584         
104857600  1024  1  0.18   .6013009999 .0000000303 .0001740689 .0000870344   -4003.212402 -3998.287105 4.925297 0.123185         
104857600  1024  1  0.20   .6274467501 .0000000118 .0001086278 .0000543139   -4003.135254 -3998.287105 4.848148 0.121256         
104857600  1024  1  0.22   .6534310000 .0000000147 .0001212435 .0000606217   -4002.323730 -3998.287105 4.036625 0.100959         
104857600  1024  1  0.24   .6796757500 .0000000570 .0002387467 .0001193733   -4002.096191 -3998.287105 3.809086 0.095268         
104857600  1024  1  0.26   .7055435001 .0000000071 .0000842614 .0000421307   -4001.859863 -3998.287105 3.572758 0.089357         
104857600  1024  1  0.28   .7314837500 .0000000037 .0000608276 .0000304138   -4002.260254 -3998.287105 3.973148 0.099371         
104857600  1024  1  0.30   .7575650000 .0000000179 .0001337908 .0000668954   -4008.148926 -3998.287105 9.861820 0.246651         
104857600  1024  1  0.32   .7835052501 .0000000038 .0000616441 .0000308220   -4002.820801 -3998.287105 4.533695 0.113391         
104857600  1024  1  0.34   .8098202500 .0000000700 .0002645751 .0001322875   -4003.232910 -3998.287105 4.945805 0.123698         
104857600  1024  1  0.36   .8356219999 .0000000317 .0001780449 .0000890224   -4003.307129 -3998.287105 5.020023 0.125554         
104857600  1024  1  0.38   .8619005000 .0000000489 .0002211334 .0001105667   -4002.668457 -3998.287105 4.381352 0.109581         
104857600  1024  1  0.40   .8877255000 .0000000271 .0001646207 .0000823103   -4004.055176 -3998.287105 5.768070 0.144264         
104857600  1024  1  0.42   .9137515000 .0000000202 .0001421267 .0000710633   -4004.057129 -3998.287105 5.770023 0.144312         
104857600  1024  1  0.44   .9399287500 .0000000118 .0001086278 .0000543139   -4005.211426 -3998.287105 6.924320 0.173182         
104857600  1024  1  0.46   .9659879999 .0000000354 .0001881488 .0000940744   -4005.414551 -3998.287105 7.127445 0.178262         
104857600  1024  1  0.48   .9918500001 .0000000116 .0001077032 .0000538516   -4005.416504 -3998.287105 7.129398 0.178311         
104857600  1024  1  0.50   1.0180302500 .0000000039 .0000624499 .0000312249   -4005.961426 -3998.287105 7.674320 0.191940         
104857600  1024  1  0.52   1.0439860000 .0000000072 .0000848528 .0000424264   -4007.514160 -3998.287105 9.227055 0.230775         
104857600  1024  1  0.54   1.0700822501 .0000000570 .0002387467 .0001193733   3812.239746 -3998.287105 7810.526852 195.346823         
104857600  1024  1  0.56   1.0961185000 .0000000167 .0001292284 .0000646142   -4007.025879 -3998.287105 8.738773 0.218563         
104857600  1024  1  0.58   1.1221922500 .0000000277 .0001664331 .0000832165   -4006.896973 -3998.287105 8.609867 0.215339         
104857600  1024  1  0.60   1.1481500000 .0000000358 .0001892088 .0000946044   -4012.965332 -3998.287105 14.678227 0.367113         
104857600  1024  1  0.62   1.1741132500 .0000000415 .0002037154 .0001018577   -4006.125488 -3998.287105 7.838383 0.196044         
104857600  1024  1  0.64   1.2002640000 .0000000190 .0001378404 .0000689202   -4004.223145 -3998.287105 5.936039 0.148465         
104857600  1024  1  0.66   1.2262232500 .0000000002 .0000141421 .0000070710   -4004.662598 -3998.287105 6.375492 0.159456         
104857600  1024  1  0.68   1.2521177500 .0000000098 .0000989949 .0000494974   -4005.520020 -3998.287105 7.232914 0.180900         
104857600  1024  1  0.70   1.2781620000 .0000000332 .0001822086 .0000911043   -4006.254395 -3998.287105 7.967289 0.199268         
104857600  1024  1  0.72   1.3042820000 .0000000440 .0002097617 .0001048808   -4006.145020 -3998.287105 7.857914 0.196532         
