104857600  512  1  .3521422500 .0000000101 .0001004987 .0000502493   -4004.667969 -3998.287105 6.380863 0.159590         
104857600  512  2  .3518800001 .0000002050 .0004527692 .0002263846   -4005.899658 -3998.287105 7.612553 0.190395         
104857600  512  3  .3516804999 .0000000006 .0000244948 .0000122474   -4209.527344 -3998.287105 211.240238 5.283268         
104857600  512  4  .3518807500 .0000000036 .0000600000 .0000300000   -4000.952393 -3998.287105 2.665287 0.066661         
104857600  512  5  .3520277500 .0000000086 .0000927361 .0000463680   -4003.054199 -3998.287105 4.767094 0.119228         
104857600  512  6  .3521625000 .0000000129 .0001135781 .0000567890   -6093.131836 -3998.287105 2094.844730 52.393554         
104857600  512  7  .3524232500 .0000000026 .0000509901 .0000254950   -4004.511719 -3998.287105 6.224613 0.155682         
104857600  512  8  .3523470001 .0000000023 .0000479583 .0000239791   -3999.411133 -3998.287105 1.124027 0.028113         
104857600  512  9  .3527375000 .0000000110 .0001048808 .0000524404   -16592.308594 -3998.287105 12594.021488 314.985421         
104857600  512  10  .3523207500 .0000000106 .0001029563 .0000514781   -3999.401367 -3998.287105 1.114262 0.027868         
104857600  512  11  .3526080000 .0000000408 .0002019900 .0001009950   -4058.488281 -3998.287105 60.201176 1.505674         
104857600  512  12  .3522972500 .0000000226 .0001503329 .0000751664   -4009.601562 -3998.287105 11.314457 0.282983         
104857600  512  13  .3524935000 .0000000027 .0000519615 .0000259807   -35134.304688 -3998.287105 31136.017582 778.733912         
104857600  512  14  .3526604999 .0000000162 .0001272792 .0000636396   -3998.238037 -3998.287105 0.049068 0.001227         
104857600  512  15  .3527797499 .0000000244 .0001562049 .0000781024   -4010.990723 -3998.287105 12.703617 0.317726         
104857600  512  16  .3530100001 .0000000185 .0001360147 .0000680073   -4001.094482 -3998.287105 2.807377 0.070214         
104857600  512  17  .3535707500 .0000001125 .0003354101 .0001677050   -3998.088867 -3998.287105 0.198238 0.004958         
