100900800  512  1  .2391550001 .0000001414 .0003760319 .0001880159   -5566.003906 -5562.542690 3.461216 0.062224         
100900800  512  2  .2395392500 .0000000217 .0001473091 .0000736545   -5573.857910 -5562.542690 11.315220 0.203418         
100900800  512  3  .2394367500 .0000000165 .0001284523 .0000642261   -5570.779785 -5562.542690 8.237095 0.148081         
100900800  512  4  .2388862500 .0000000023 .0000479583 .0000239791   -5571.501953 -5562.542690 8.959263 0.161064         
100900800  512  5  .2393727500 .0000000460 .0002144761 .0001072380   -5566.890625 -5562.542690 4.347935 0.078165         
100900800  512  6  .2401535000 .0000000043 .0000655743 .0000327871   -5561.303711 -5562.542690 1.238979 0.022274         
100900800  512  7  .2397312499 .0000000233 .0001526433 .0000763216   -5564.277344 -5562.542690 1.734653 0.031185         
100900800  512  8  .2392830000 .0000000148 .0001216552 .0000608276   -5578.417969 -5562.542690 15.875278 0.285396         
100900800  512  9  .2394624999 .0000002499 .0004998999 .0002499499   -5571.995117 -5562.542690 9.452427 0.169930         
100900800  512  10  .2399999999 .0000000445 .0002109502 .0001054751   -5560.032227 -5562.542690 2.510464 0.045132         
100900800  512  11  .2568575000 .0000000756 .0002749545 .0001374772   -5561.132812 -5562.542690 1.409878 0.025346         
100900800  512  12  .2405122501 .0000001565 .0003956008 .0001978004   -5568.636230 -5562.542690 6.093540 0.109546         
100900800  512  13  .2393470000 .0000000215 .0001466287 .0000733143   -5573.515137 -5562.542690 10.972446 0.197256         
100900800  512  14  .2430975000 .0000000261 .0001615549 .0000807774   -5584.750488 -5562.542690 22.207798 0.399238         
100900800  512  15  .2434814999 .0000000777 .0002787471 .0001393735   -5574.061523 -5562.542690 11.518833 0.207079         
100900800  512  16  .2406017501 .0000000651 .0002551470 .0001275735   -5578.322754 -5562.542690 15.780064 0.283684         
100900800  512  17  .2448510001 .0000000617 .0002483948 .0001241974   -5578.949219 -5562.542690 16.406528 0.294947         
100900800  512  18  .2415105000 .0000000261 .0001615549 .0000807774   -5569.145508 -5562.542690 6.602818 0.118701         
100900800  512  19  .2424320000 .0000000488 .0002209072 .0001104536   -5570.538574 -5562.542690 7.995884 0.143745         
100900800  512  20  .2427520000 .0000000111 .0001053565 .0000526782   -5552.836426 -5562.542690 9.706265 0.174493         
100900800  512  21  .2402302500 .0000000122 .0001104536 .0000552268   -5570.271484 -5562.542690 7.728794 0.138944         
100900800  512  22  .2472832501 .0000000547 .0002338803 .0001169401   -5556.352539 -5562.542690 6.190151 0.111283         
