104857600  512  1  0.70   1.1076619999 .0000006602 .0008125269 .0004062634   -4003.272949 -3998.287105 4.985844 0.124699         
104857600  512  1  0.72   1.1299337501 .0000000164 .0001280624 .0000640312   -4003.038574 -3998.287105 4.751469 0.118838         
104857600  512  1  0.74   1.1514407500 .0000000055 .0000741619 .0000370809   -4002.498535 -3998.287105 4.211430 0.105331         
104857600  512  1  0.76   1.1729327500 .0000000744 .0002727636 .0001363818   -4003.408691 -3998.287105 5.121586 0.128095         
104857600  512  1  0.78   1.1946320000 .0000000517 .0002273763 .0001136881   -4003.482910 -3998.287105 5.195805 0.129951         
104857600  512  1  0.80   1.2162215000 .0000000289 .0001700000 .0000850000   -4003.385254 -3998.287105 5.098148 0.127508         
104857600  512  1  0.82   1.2378560001 .0000000245 .0001565247 .0000782623   -4003.331543 -3998.287105 5.044437 0.126165         
104857600  512  1  0.84   1.2595775000 .0000000193 .0001389244 .0000694622   -4003.214355 -3998.287105 4.927250 0.123234         
104857600  512  1  0.86   1.2811080000 .0000000279 .0001670329 .0000835164   -4004.165527 -3998.287105 5.878422 0.147024         
104857600  512  1  0.88   1.3028049999 .0000000703 .0002651414 .0001325707   -4003.100098 -3998.287105 4.812992 0.120376         
104857600  512  1  0.90   1.3242082500 .0000000071 .0000842614 .0000421307   -4004.676270 -3998.287105 6.389164 0.159798         
104857600  512  1  0.92   1.3459382500 .0000000608 .0002465765 .0001232882   -4003.721191 -3998.287105 5.434086 0.135910         
104857600  512  1  0.94   1.3674700000 .0000000339 .0001841195 .0000920597   -4003.504395 -3998.287105 5.217289 0.130488         
104857600  512  1  0.96   1.3890684999 .0000001314 .0003624913 .0001812456   -4004.891113 -3998.287105 6.604008 0.165171         
104857600  512  1  0.98   1.4106035001 .0000000329 .0001813835 .0000906917   -4006.554199 -3998.287105 8.267094 0.206766         
104857600  512  1  1.00   1.4312550000 .0000000100 .0001000000 .0000500000   -4006.945801 -3998.287105 8.658695 0.216560         
