104857600  1024  1  0.00 .2527230000 .0000002621 .0005119570 .0002955785   -4000.578125 -3998.287105 2.291020 0.057300         
104857600  1024  1  0.02 .2616320000 .0000000733 .0002707397 .0001563116   -4000.998535 -3998.287105 2.711430 0.067815         
104857600  1024  1  0.04 .2724520000 .0000000663 .0002574878 .0001486606   -4000.929688 -3998.287105 2.642582 0.066093         
104857600  1024  1  0.06 .2832386666 .0000000734 .0002709243 .0001564182   -4001.619629 -3998.287105 3.332523 0.083349         
104857600  1024  1  0.08 .2938540000 .0000000663 .0002574878 .0001486606   -4001.206055 -3998.287105 2.918949 0.073005         
104857600  1024  1  0.10 .3045376666 .0000001989 .0004459820 .0002574878   -4001.398438 -3998.287105 3.111332 0.077817         
104857600  1024  1  0.12 .3148800000 .0000000733 .0002707397 .0001563116   -4001.153320 -3998.287105 2.866215 0.071686         
104857600  1024  1  0.14 .3262110000 .0000004652 .0006820557 .0003937850   -4000.454590 -3998.287105 2.167484 0.054210         
104857600  1024  1  0.16 .3362813333 .0000000314 .0001772004 .0001023066   -4000.019531 -3998.287105 1.732426 0.043329         
104857600  1024  1  0.18 .3469313334 .0000000105 .0001024695 .0000591607   -4000.435059 -3998.287105 2.147953 0.053722         
104857600  1024  1  0.20 .3577173334 .0000001293 .0003595830 .0002076053   -3999.929688 -3998.287105 1.642582 0.041082         
104857600  1024  1  0.22 .3684010000 .0000000663 .0002574878 .0001486606   -3998.967285 -3998.287105 0.680180 0.017012         
104857600  1024  1  0.24 .3793580000 .0000000976 .0003124099 .0001803699   -3999.684082 -3998.287105 1.396977 0.034939         
104857600  1024  1  0.26 .3896660000 .0000000034 .0000583095 .0000336650   -3999.247559 -3998.287105 0.960453 0.024022         
104857600  1024  1  0.28 .4003500000 .0000000976 .0003124099 .0001803699   -3999.511230 -3998.287105 1.224125 0.030616         
104857600  1024  1  0.30 .4111360000 .0000000104 .0001019803 .0000588783   -4009.348633 -3998.287105 11.061527 0.276657         
104857600  1024  1  0.32 .4219220000 .0000001715 .0004141255 .0002390954   -4000.156738 -3998.287105 1.869633 0.046761         
104857600  1024  1  0.34 .4321620000 .0000000138 .0001174734 .0000678232   -4001.258301 -3998.287105 2.971195 0.074312         
104857600  1024  1  0.36 .4429483334 .0000000140 .0001183215 .0000683129   -4001.174316 -3998.287105 2.887211 0.072211         
104857600  1024  1  0.38 .4538026667 .0000000873 .0002954657 .0001705872   -4000.592285 -3998.287105 2.305180 0.057654         
104857600  1024  1  0.40 .4643843334 .0000001363 .0003691882 .0002131509   -4002.365723 -3998.287105 4.078617 0.102009         
104857600  1024  1  0.42 .4749996667 .0000000244 .0001562049 .0000901849   -4003.034180 -3998.287105 4.747074 0.118728         
104857600  1024  1  0.44 .4859560000 .0000000034 .0000583095 .0000336650   -4005.203613 -3998.287105 6.916508 0.172987         
104857600  1024  1  0.46 .4965376666 .0000000418 .0002044504 .0001180394   -4006.153320 -3998.287105 7.866215 0.196740         
104857600  1024  1  0.48 .5069483334 .0000000560 .0002366431 .0001366259   -4005.932129 -3998.287105 7.645023 0.191207         
104857600  1024  1  0.50 .5181780000 .0000004648 .0006817624 .0003936157   -4006.481445 -3998.287105 8.194340 0.204946         
104857600  1024  1  0.52 .5284520000 .0000000034 .0000583095 .0000336650   -4008.008301 -3998.287105 9.721195 0.243134         
104857600  1024  1  0.54 .5389310000 0 0 0   -4013.381348 -3998.287105 15.094242 0.377518         
104857600  1024  1  0.56 .5495806666 .0000000105 .0001024695 .0000591607   -4006.782227 -3998.287105 8.495121 0.212469         
104857600  1024  1  0.58 .5602643334 .0000003184 .0005642694 .0003257810   -4007.102051 -3998.287105 8.814945 0.220468         
104857600  1024  1  0.60 .5710846667 .0000002204 .0004694677 .0002710473   -4013.439941 -3998.287105 15.152836 0.378983         
104857600  1024  1  0.62 .5817343334 .0000000105 .0001024695 .0000591607   -4006.825195 -3998.287105 8.538090 0.213544         
104857600  1024  1  0.64 .5929983333 .0000007964 .0008924124 .0005152345   -4005.484863 -3998.287105 7.197758 0.180021         
104857600  1024  1  0.66 .6029993334 .0000000664 .0002576819 .0001487727   -4005.488770 -3998.287105 7.201664 0.180119         
104857600  1024  1  0.68 .6135126667 .0000000980 .0003130495 .0001807392   -4006.277832 -3998.287105 7.990727 0.199854         
104857600  1024  1  0.70 .6241280000 .0000000104 .0001019803 .0000588783   -4007.174316 -3998.287105 8.887211 0.222275         
104857600  1024  1  0.72 .6346410000 .0000000663 .0002574878 .0001486606   -4007.793945 -3998.287105 9.506840 0.237773         
104857600  1024  1  0.74 .6454956667 .0000000244 .0001562049 .0000901849   -4008.215332 -3998.287105 9.928227 0.248312         
104857600  1024  1  0.76 .6560440000 .0000000664 .0002576819 .0001487727   -4008.992676 -3998.287105 10.705570 0.267754         
104857600  1024  1  0.78 .6671700000 .0000000138 .0001174734 .0000678232   -4008.370117 -3998.287105 10.083012 0.252183         
104857600  1024  1  0.80 .6773416667 .0000000557 .0002360084 .0001362595   -4007.702148 -3998.287105 9.415043 0.235477         
104857600  1024  1  0.82 .6886060000 .0000000034 .0000583095 .0000336650   -4007.559570 -3998.287105 9.272465 0.231911         
104857600  1024  1  0.84 .6987436666 .0000000244 .0001562049 .0000901849   -4007.206055 -3998.287105 8.918949 0.223069         
104857600  1024  1  0.86 .7095976666 .0000001293 .0003595830 .0002076053   -4006.621582 -3998.287105 8.334477 0.208451         
104857600  1024  1  0.88 .7201793334 .0000002199 .0004689349 .0002707396   -4005.450195 -3998.287105 7.163090 0.179154         
104857600  1024  1  0.90 .7310676667 .0000000140 .0001183215 .0000683129   -4008.032227 -3998.287105 9.745121 0.243732         
104857600  1024  1  0.92 .7416493333 .0000001082 .0003289376 .0001899122   -4007.590332 -3998.287105 9.303227 0.232680         
104857600  1024  1  0.94 .7523670000 .0000000245 .0001565247 .0000903695   -4007.680176 -3998.287105 9.393070 0.234927         
104857600  1024  1  0.96 .7631530000 .0000002655 .0005152669 .0002974894   -4009.014160 -3998.287105 10.727055 0.268291         
104857600  1024  1  0.98 .7734273333 .0000001256 .0003544009 .0002046134   -4009.416992 -3998.287105 11.129887 0.278366         
104857600  1024  1  1.00 .7828140000 .0000000138 .0001174734 .0000678232   -4008.234863 -3998.287105 9.947758 0.248800         
