100900800  32  1  .6883710001 .0000005424 .0007364781 .0003682390   -5580.000000 -5562.542690 17.457310 0.313837         
100900800  32  2  .3562497500 .0000000052 .0000721110 .0000360555   -5584.000000 -5562.542690 21.457310 0.385746         
100900800  32  3  .2605825000 .0000002697 .0005193264 .0002596632   -5576.000000 -5562.542690 13.457310 0.241927         
100900800  32  4  .2605567500 .0000001867 .0004320879 .0002160439   -5576.000000 -5562.542690 13.457310 0.241927         
100900800  32  5  .2599295000 .0000000652 .0002553429 .0001276714   -5568.000000 -5562.542690 5.457310 0.098108         
100900800  32  6  .2608770000 .0000001752 .0004185689 .0002092844   -5556.000000 -5562.542690 6.542690 0.117620         
100900800  32  7  .2608897499 .0000001897 .0004355456 .0002177728   -5548.000000 -5562.542690 14.542690 0.261440         
100900800  32  8  .2623357500 .0000001859 .0004311612 .0002155806   -5576.000000 -5562.542690 13.457310 0.241927         
100900800  32  9  .2623105000 .0000002119 .0004603259 .0002301629   -5580.000000 -5562.542690 17.457310 0.313837         
100900800  32  10  .2634752500 .0000000349 .0001868154 .0000934077   -5560.000000 -5562.542690 2.542690 0.045711         
100900800  32  11  .2850432500 .0000001246 .0003529872 .0001764936   -5560.000000 -5562.542690 2.542690 0.045711         
100900800  32  12  .2648450000 .0000000041 .0000640312 .0000320156   -5564.000000 -5562.542690 1.457310 0.026199         
100900800  32  13  .2655742500 .0000005205 .0007214568 .0003607284   -5556.000000 -5562.542690 6.542690 0.117620         
100900800  32  14  .2688257500 .0000001338 .0003657868 .0001828934   -5592.000000 -5562.542690 29.457310 0.529566         
100900800  32  15  .2726527500 .0000000986 .0003140063 .0001570031   -5576.000000 -5562.542690 13.457310 0.241927         
100900800  32  16  .2663042500 .0000000268 .0001637070 .0000818535   -5576.000000 -5562.542690 13.457310 0.241927         
100900800  32  17  .2721022500 .0000000288 .0001697056 .0000848528   -5580.000000 -5562.542690 17.457310 0.313837         
100900800  32  18  .2737279999 .0000010384 .0010190191 .0005095095   -5556.000000 -5562.542690 6.542690 0.117620         
100900800  32  19  .2718465001 .0000002142 .0004628174 .0002314087   -5560.000000 -5562.542690 2.542690 0.045711         
100900800  32  20  .2696447501 .0000000113 .0001063014 .0000531507   -5552.000000 -5562.542690 10.542690 0.189530         
100900800  32  21  .2711552500 .0000000823 .0002868797 .0001434398   -5552.000000 -5562.542690 10.542690 0.189530         
100900800  32  22  .2827775000 .0000002043 .0004519955 .0002259977   -5540.000000 -5562.542690 22.542690 0.405259         
100900800  32  23  .2727809999 .0000000722 .0002687005 .0001343502   -5584.000000 -5562.542690 21.457310 0.385746         
100900800  32  24  .2734847500 .0000000985 .0003138470 .0001569235   -5540.000000 -5562.542690 22.542690 0.405259         
100900800  32  25  .2806785001 .0000000961 .0003100000 .0001550000   -5540.000000 -5562.542690 22.542690 0.405259         
100900800  32  26  .2751232499 .0000000778 .0002789265 .0001394632   -5604.000000 -5562.542690 41.457310 0.745294         
100900800  32  27  .2766207499 .0000000320 .0001788854 .0000894427   -5568.000000 -5562.542690 5.457310 0.098108         
100900800  32  28  .2951425000 .0000002909 .0005393514 .0002696757   -5628.000000 -5562.542690 65.457310 1.176752         
100900800  32  29  .2833920000 .0000001487 .0003856163 .0001928081   -5536.000000 -5562.542690 26.542690 0.477168         
100900800  32  30  .2818174999 .0000001212 .0003481379 .0001740689   -5576.000000 -5562.542690 13.457310 0.241927         
100900800  32  31  .2930305000 .0000001649 .0004060788 .0002030394   -5576.000000 -5562.542690 13.457310 0.241927         
100900800  32  32  .2753920000 .0000000913 .0003021588 .0001510794   -5568.000000 -5562.542690 5.457310 0.098108         
100900800  32  33  .2891522500 .0000001476 .0003841874 .0001920937   -5568.000000 -5562.542690 5.457310 0.098108         
100900800  32  34  .2812672500 .0000001825 .0004272001 .0002136000   -5600.000000 -5562.542690 37.457310 0.673385         
100900800  32  35  .2841600001 .0000000280 .0001673320 .0000836660   -5604.000000 -5562.542690 41.457310 0.745294         
100900800  32  36  .2884482500 .0000001247 .0003531288 .0001765644   -5572.000000 -5562.542690 9.457310 0.170018         
100900800  32  37  .2915330000 .0000002547 .0005046781 .0002523390   -5544.000000 -5562.542690 18.542690 0.333349         
100900800  32  38  .2898690000 .0000001144 .0003382306 .0001691153   -5544.000000 -5562.542690 18.542690 0.333349         
100900800  32  39  .2791295001 .0000003691 .0006075360 .0003037680   -5588.000000 -5562.542690 25.457310 0.457656         
100900800  32  40  .2707582501 .0000000129 .0001135781 .0000567890   -5560.000000 -5562.542690 2.542690 0.045711         
100900800  32  41  .2772225000 .0000001494 .0003865229 .0001932614   -5584.000000 -5562.542690 21.457310 0.385746         
100900800  32  42  .2695552500 .0000000075 .0000866025 .0000433012   -5548.000000 -5562.542690 14.542690 0.261440         
100900800  32  43  .2709630000 .0000000041 .0000640312 .0000320156   -5596.000000 -5562.542690 33.457310 0.601475         
100900800  32  44  .3027327500 .0000001388 .0003725587 .0001862793   -5540.000000 -5562.542690 22.542690 0.405259         
100900800  32  45  .2750977499 .0000000681 .0002609597 .0001304798   -5568.000000 -5562.542690 5.457310 0.098108         
100900800  32  46  .2740350001 .0000000443 .0002104756 .0001052378   -5612.000000 -5562.542690 49.457310 0.889113         
100900800  32  47  .2796029999 .0000000280 .0001673320 .0000836660   -5568.000000 -5562.542690 5.457310 0.098108         
100900800  32  48  .2771200000 .0000000567 .0002381176 .0001190588   -5612.000000 -5562.542690 49.457310 0.889113         
100900800  32  49  .2795135000 .0000001087 .0003296968 .0001648484   -5528.000000 -5562.542690 34.542690 0.620987         
100900800  32  50  .2859902500 .0000000791 .0002812472 .0001406236   -5560.000000 -5562.542690 2.542690 0.045711         
100900800  32  51  .2805247500 .0000000680 .0002607680 .0001303840   -5548.000000 -5562.542690 14.542690 0.261440         
100900800  32  52  .2717697500 .0000000332 .0001822086 .0000911043   -5568.000000 -5562.542690 5.457310 0.098108         
100900800  32  53  .2681342501 .0000000593 .0002435159 .0001217579   -5556.000000 -5562.542690 6.542690 0.117620         
100900800  32  54  .2682622499 .0000000358 .0001892088 .0000946044   -5532.000000 -5562.542690 30.542690 0.549078         
100900800  32  55  .2663934999 .0000000400 .0002000000 .0001000000   -5592.000000 -5562.542690 29.457310 0.529566         
100900800  32  56  .2730622500 .0000005441 .0007376313 .0003688156   -5568.000000 -5562.542690 5.457310 0.098108         
100900800  32  57  .2673025001 .0000000915 .0003024896 .0001512448   -5528.000000 -5562.542690 34.542690 0.620987         
100900800  32  58  .2680322500 .0000000733 .0002707397 .0001353698   -5528.000000 -5562.542690 34.542690 0.620987         
100900800  32  59  .2715137501 .0000001939 .0004403407 .0002201703   -5556.000000 -5562.542690 6.542690 0.117620         
100900800  32  60  .2680320000 .0000000436 .0002088061 .0001044030   -5544.000000 -5562.542690 18.542690 0.333349         
100900800  32  61  .2742912500 .0000000461 .0002147091 .0001073545   -5592.000000 -5562.542690 29.457310 0.529566         
100900800  32  62  .2694400000 .0000000515 .0002269361 .0001134680   -5564.000000 -5562.542690 1.457310 0.026199         
100900800  32  63  .2695040001 .0000001388 .0003725587 .0001862793   -5552.000000 -5562.542690 10.542690 0.189530         
100900800  32  64  .2671744999 .0000000232 .0001523154 .0000761577   -5560.000000 -5562.542690 2.542690 0.045711         
