262144    .0093513334 .0000001282 .0003580502 .0002067203 130920.093750 130920.087997 0.005753 0.000004         
524288    .0121613333 .0000016468 .0012832770 .0007409003 261961.312500 261961.306932 0.005568 0.000002         
786432    .0140830000 .0000029057 .0017046113 .0009841577 393098.812500 393098.816808 0.004308 0.000001         
1048576    .0130340000 .0000000376 .0001939071 .0001119523 524543.875000 524543.923007 0.048007 0.000009         
1310720    .0153280000 .0000057987 .0024080490 .0013902877 655656.125000 655656.175438 0.050438 0.000008         
1572864    .0173693334 .0000095434 .0030892393 .0017835731 786552.500000 786552.507046 0.007046 0.000001         
1835008    .0228373333 .0000000512 .0002262741 .0001306394 917722.125000 917722.119639 0.005361 0.000001         
2097152    .0279846666 .0000089053 .0029841749 .0017229141 1048649.750000 1048649.811834 0.061834 0.000006         
2359296    .0292353334 .0000093131 .0030517372 .0017619212 1179624.375000 1179624.413909 0.038909 0.000003         
2621440    .0323743334 .0000122520 .0035002857 .0020208908 1310629.625000 1310629.656470 0.031470 0.000002         
2883584    .0326996667 .0000146947 .0038333666 .0022131952 1441734.625000 1441734.721014 0.096014 0.000007         
3145728    .0335466666 .0000000625 .0002500000 .0001443375 1572779.750000 1572779.906754 0.156754 0.000010         
3407872    .0345900000 .0000014530 .0012054044 .0006959405 1704016.000000 1704016.020993 0.020993 0.000001         
3670016    .0386440000 .0000213429 .0046198376 .0026672644 1835158.750000 1835158.833498 0.083498 0.000005         
3932160    .0414026667 .0000046628 .0021593517 .0012467022 1966338.000000 1966338.051635 0.051635 0.000003         
4194304    .0402186667 .0000026612 .0016313184 .0009418421 2097085.250000 2097085.291164 0.041164 0.000002         
4456448    .0430966666 .0000114566 .0033847599 .0019541920 2228143.000000 2228142.955246 0.044754 0.000002         
4718592    .0430483334 .0000000385 .0001962141 .0001132842 2359106.750000 2359106.734329 0.015671 0.000001         
4980736    .0456963333 .0000017539 .0013243488 .0007646131 2489916.750000 2489916.765857 0.015857 0.000001         
5242880    .0472480000 .0000003577 .0005980802 .0003453017 2620929.000000 2620928.908971 0.091029 0.000003         
5505024    .0482110000 .0000003447 .0005871115 .0003389689 2751910.000000 2751910.058152 0.058152 0.000002         
5767168    .0496480000 .0000000395 .0001987460 .0001147460 2883009.000000 2883008.960729 0.039271 0.000001         
6029312    .0552853333 .0000112103 .0033481786 .0019330718 3014194.500000 3014194.597265 0.097265 0.000003         
6291456    .0538196666 .0000010369 .0010182828 .0005879058 3145450.000000 3145449.876459 0.123541 0.000004         
6553600    .0558070000 .0000013337 .0011548592 .0006667582 3276311.000000 3276310.778353 0.221647 0.000007         
6815744    .0586720000 .0000082956 .0028802083 .0016628890 3407368.500000 3407368.654004 0.154004 0.000005         
7077888    .0589313333 .0000006131 .0007830070 .0004520693 3538407.250000 3538407.236803 0.013197 0.000000         
7340032    .0603400000 .0000000939 .0003064310 .0001769180 3669433.500000 3669433.567549 0.067549 0.000002         
7602176    .0633920000 .0000010269 .0010133607 .0005850640 3800560.750000 3800560.918865 0.168865 0.000004         
7864320    .0640076667 .0000001565 .0003956008 .0002284002 3931388.750000 3931388.941512 0.191512 0.000005         
8126464    .0658386667 .0000021794 .0014762791 .0008523301 4062392.000000 4062392.110700 0.110700 0.000003         
