262144  128  4  0     .0126740000 .0000000125 .0001118033 .0000645496 -944.102905 -944.171557 0.068651 0.007271         
524288  128  4  0     .0131783333 .0000000494 .0002222611 .0001283225 -972.662720 -972.777712 0.114992 0.011821         
786432  128  4  0     .0129556666 .0000000138 .0001174734 .0000678232 -327.752686 -327.918323 0.165638 0.050512         
1048576  128  4  0     .0131043334 .0000000343 .0001852025 .0001069267 16.154175 16.512779 0.358604 2.171677         
1310720  128  4  0     .0137423333 .0000000719 .0002681417 .0001548116 241.504761 242.332150 0.827389 0.341428         
1572864  128  4  0     .0140986666 .0000001434 .0003786819 .0002186320 428.424744 428.806930 0.382186 0.089128         
1835008  128  4  0     .0146770000 .0000005579 .0007469270 .0004312385 753.369141 753.843669 0.474528 0.062948         
2097152  128  4  0     .0145293333 .0000000105 .0001024695 .0000591607 1220.328247 1220.622352 0.294105 0.024095         
2359296  128  4  0     .0150483334 .0000002911 .0005395368 .0003115017 1124.756958 1125.179071 0.422113 0.037515         
2621440  128  4  0     .0151520000 .0000000164 .0001280624 .0000739368 1105.630493 1106.597654 0.967161 0.087399         
2883584  128  4  0     .0157610000 .0000001504 .0003878143 .0002239046 1321.434204 1322.568957 1.134753 0.085799         
3145728  128  4  0     .0162650000 .0000000006 .0000244948 .0000141420 1598.154297 1599.764756 1.610459 0.100668         
3407872  128  4  0     .0197526666 .0000000422 .0002054263 .0001186029 2065.395508 2067.175513 1.780006 0.086108         
3670016  128  4  0     .0216230000 .0000000403 .0002007485 .0001159022 2149.224121 2150.637510 1.413389 0.065720         
3932160  128  4  0     .0225726667 .0000000079 .0000888819 .0000513159 2823.754150 2825.436924 1.682773 0.059558         
4194304  128  4  0     .0236413333 .0000000059 .0000768114 .0000443470 2711.512695 2713.422775 1.910080 0.070394         
4456448  128  4  0     .0241310000 .0000000950 .0003082207 .0001779513 2394.768555 2396.560960 1.792405 0.074791         
4718592  128  4  0     .0245610000 .0000001830 .0004277849 .0002469817 1684.877319 1686.863261 1.985942 0.117730         
4980736  128  4  0     .0248136667 .0000000124 .0001113552 .0000642909 1875.443481 1877.801715 2.358234 0.125585         
5242880  128  4  0     .0253180000 .0000000045 .0000670820 .0000387298 1057.248291 1059.229657 1.981365 0.187057         
5505024  128  4  0     .0258970000 .0000000243 .0001558845 .0000899999 77.088318 78.815752 1.727434 2.191737         
5767168  128  4  0     .0265796667 .0000000258 .0001606237 .0000927361 537.454651 538.907103 1.452452 0.269518         
6029312  128  4  0     .0273513333 .0000000026 .0000509901 .0000294391 674.911865 676.133452 1.221587 0.180672         
6291456  128  4  0     .0279300000 .0000000045 .0000670820 .0000387298 707.096313 708.077335 0.981022 0.138547         
6553600  128  4  0     .0284940000 .0000002558 .0005057667 .0002920045 1329.836426 1331.119084 1.282658 0.096359         
6815744  128  4  0     .0288650000 .0000000424 .0002059126 .0001188836 1325.928223 1326.931428 1.003205 0.075603         
7077888  128  4  0     .0297256666 .0000000086 .0000927361 .0000535412 517.332092 518.582014 1.249922 0.241027         
7340032  128  4  0     .0305866667 .0000002319 .0004815599 .0002780287 1285.372925 1286.741372 1.368448 0.106350         
7602176  128  4  0     .0308386666 .0000000523 .0002286919 .0001320353 1660.303223 1661.391260 1.088037 0.065490         
7864320  128  4  0     .0316993333 .0000000536 .0002315167 .0001336662 1459.817627 1460.453419 0.635792 0.043534         
8126464  128  4  0     .0324863333 .0000000243 .0001558845 .0000899999 2025.706055 2026.492956 0.786901 0.038831         
8388608  128  4  0     .0328866667 .0000000818 .0002860069 .0001651261 2138.143555 2139.030525 0.886970 0.041466         
8650752  128  4  0     .0331390000 .0000000085 .0000921954 .0000532290 1619.181152 1620.544739 1.363587 0.084144         
8912896  128  4  0     .0336436667 .0000000602 .0002453568 .0001416568 1723.271240 1724.367041 1.095801 0.063548         
9175040  128  4  0     .0342520000 .0000000125 .0001118033 .0000645496 691.532410 692.285004 0.752594 0.108712         
9437184  128  4  0     .0355283334 .0000010229 .0010113851 .0005839234 457.448669 458.145199 0.696530 0.152033         
9699328  128  4  0     .0355283334 .0000000138 .0001174734 .0000678232 519.828552 520.140402 0.311850 0.059955         
9961472  128  4  0     .0360180000 .0000000614 .0002477902 .0001430617 972.823975 973.234013 0.410038 0.042132         
10223616  128  4  0     .0364486666 .0000000184 .0001356465 .0000783155 880.368530 880.612918 0.244388 0.027752         
10485760  128  4  0     .0372500000 .0000000045 .0000670820 .0000387298 685.323792 685.126199 0.197593 0.028840         
10747904  128  4  0     .0380366666 .0000001512 .0003888444 .0002244994 1368.897217 1368.146598 0.750619 0.054864         
11010048  128  4  0     .0383483333 .0000000184 .0001356465 .0000783155 1414.510986 1413.862728 0.648258 0.045850         
11272192  128  4  0     .0391050000 .0000000980 .0003130495 .0001807392 1268.471069 1267.930909 0.540160 0.042602         
11534336  128  4  0     .0398620000 .0000002187 .0004676537 .0002699999 994.761963 994.626349 0.135614 0.013635         
11796480  128  4  0     .0403220000 .0000001076 .0003280243 .0001893849 1263.009644 1262.475385 0.534259 0.042318         
12058624  128  4  0     .0409300000 .0000000125 .0001118033 .0000645496 1153.546875 1153.010815 0.536060 0.046492         
12320768  128  4  0     .0416723333 .0000001842 .0004291852 .0002477901 669.460632 668.549385 0.911247 0.136302         
12582912  128  4  0     .0417166666 .0000000178 .0001334166 .0000770281 934.213928 932.964447 1.249481 0.133926         
12845056  128  4  0     .0427703334 .0000001315 .0003626292 .0002093640 855.259033 854.093387 1.165646 0.136478         
